Airline,Date,Flight_Duration,Stops,Time_total,class_type,Flight_price,From,To,Time_from,Time_to,Day_offset
United Airlines,2023-12-16,5h 36m,nonstop,11:10 am – 7:46 pm,Basic Economy,$283,SFO,BOS,11:10 am,7:46 pm,
American Airlines,2023-12-16,5h 45m,nonstop,10:10 am – 6:55 pm,Main Cabin,$289,SFO,BOS,10:10 am,6:55 pm,
JetBlue,2023-12-16,5h 30m,nonstop,8:25 am – 4:55 pm,Blue Basic,$304,SFO,BOS,8:25 am,4:55 pm,
United Airlines,2023-12-16,5h 35m,nonstop,11:25 pm – 8:00 am+1,Basic Economy,$252,SFO,BOS,11:25 pm,8:00 am,+1
Alaska Airlines,2023-12-16,5h 45m,nonstop,10:10 am – 6:55 pm,Main,$289,SFO,BOS,10:10 am,6:55 pm,
Sun Country Air,2023-12-16,13h 40m,1 stop,6:00 pm – 10:40 am+1,Economy,$150,SFO,BOS,6:00 pm,10:40 am,+1
United Airlines,2023-12-16,7h 54m,1 stop,6:30 am – 5:24 pm,Basic Economy,$277,SFO,BOS,6:30 am,5:24 pm,
United Airlines,2023-12-16,9h 10m,1 stop,11:59 pm – 12:09 pm+1,Basic Economy,$199,SFO,BOS,11:59 pm,12:09 pm,+1
United Airlines,2023-12-16,8h 37m,1 stop,7:45 pm – 7:22 am+1,Basic Economy,$282,SFO,BOS,7:45 pm,7:22 am,+1
United Airlines,2023-12-16,8h 37m,1 stop,12:32 am – 12:09 pm,Basic Economy,$242,SFO,BOS,12:32 am,12:09 pm,
JetBlue,2023-12-16,7h 23m,1 stop,11:59 pm – 10:22 am+1,Blue Basic,$249,SFO,BOS,11:59 pm,10:22 am,+1
Delta,2023-12-17,5h 45m,nonstop,7:10 am – 3:55 pm,Basic Economy,$139,SFO,BOS,7:10 am,3:55 pm,
Delta,2023-12-17,5h 45m,nonstop,7:10 am – 3:55 pm,Basic Economy,$139,SFO,BOS,7:10 am,3:55 pm,
United Airlines,2023-12-17,5h 36m,nonstop,8:25 pm – 5:01 am+1,Basic Economy,$144,SFO,BOS,8:25 pm,5:01 am,+1
United Airlines,2023-12-17,5h 35m,nonstop,11:25 pm – 8:00 am+1,Basic Economy,$161,SFO,BOS,11:25 pm,8:00 am,+1
Alaska Airlines,2023-12-17,5h 41m,nonstop,7:40 am – 4:21 pm,Saver,$174,SFO,BOS,7:40 am,4:21 pm,
JetBlue,2023-12-17,5h 39m,nonstop,12:35 pm – 9:14 pm,Blue Basic,$194,SFO,BOS,12:35 pm,9:14 pm,
American Airlines,2023-12-17,5h 41m,nonstop,7:40 am – 4:21 pm,Main Cabin,$219,SFO,BOS,7:40 am,4:21 pm,
Delta,2023-12-17,5h 46m,nonstop,1:20 pm – 10:06 pm,Basic Economy,$239,SFO,BOS,1:20 pm,10:06 pm,
United Airlines,2023-12-17,5h 36m,nonstop,8:30 am – 5:06 pm,Basic Economy,$209,SFO,BOS,8:30 am,5:06 pm,
United Airlines,2023-12-17,5h 36m,nonstop,2:20 pm – 10:56 pm,Basic Economy,$209,SFO,BOS,2:20 pm,10:56 pm,
JetBlue,2023-12-17,5h 30m,nonstop,8:25 am – 4:55 pm,Blue Basic,$194,SFO,BOS,8:25 am,4:55 pm,
JetBlue,2023-12-17,5h 33m,nonstop,3:21 pm – 11:54 pm,Blue Basic,$214,SFO,BOS,3:21 pm,11:54 pm,
JetBlue,2023-12-17,5h 38m,nonstop,10:25 pm – 7:03 am+1,Blue Basic,$239,SFO,BOS,10:25 pm,7:03 am,+1
United Airlines,2023-12-17,5h 36m,nonstop,11:10 am – 7:46 pm,Basic Economy,$233,SFO,BOS,11:10 am,7:46 pm,
JetBlue,2023-12-17,5h 34m,nonstop,11:15 am – 7:49 pm,Blue Basic,$239,SFO,BOS,11:15 am,7:49 pm,
Sun Country Air,2023-12-17,7h 41m,1 stop,11:59 pm – 10:40 am+1,Economy,$150,SFO,BOS,11:59 pm,10:40 am,+1
Alaska Airlines,2023-12-18,5h 41m,nonstop,7:40 am – 4:21 pm,Saver,$159,SFO,BOS,7:40 am,4:21 pm,
United Airlines,2023-12-18,5h 36m,nonstop,8:25 pm – 5:01 am+1,Basic Economy,$112,SFO,BOS,8:25 pm,5:01 am,+1
United Airlines,2023-12-18,5h 36m,nonstop,2:20 pm – 10:56 pm,Basic Economy,$112,SFO,BOS,2:20 pm,10:56 pm,
Delta,2023-12-18,5h 45m,nonstop,7:10 am – 3:55 pm,Basic Economy,$139,SFO,BOS,7:10 am,3:55 pm,
JetBlue,2023-12-18,5h 34m,nonstop,11:15 am – 7:49 pm,Blue Basic,$174,SFO,BOS,11:15 am,7:49 pm,
JetBlue,2023-12-18,5h 39m,nonstop,12:35 pm – 9:14 pm,Blue Basic,$174,SFO,BOS,12:35 pm,9:14 pm,
American Airlines,2023-12-18,5h 41m,nonstop,7:40 am – 4:21 pm,Main Cabin,$184,SFO,BOS,7:40 am,4:21 pm,
Alaska Airlines,2023-12-18,5h 41m,nonstop,7:40 am – 4:21 pm,Saver,$159,SFO,BOS,7:40 am,4:21 pm,
JetBlue,2023-12-18,5h 33m,nonstop,3:21 pm – 11:54 pm,Blue Basic,$194,SFO,BOS,3:21 pm,11:54 pm,
JetBlue,2023-12-18,5h 30m,nonstop,8:25 am – 4:55 pm,Blue Basic,$194,SFO,BOS,8:25 am,4:55 pm,
Delta,2023-12-18,5h 46m,nonstop,1:20 pm – 10:06 pm,Basic Economy,$174,SFO,BOS,1:20 pm,10:06 pm,
United Airlines,2023-12-18,5h 36m,nonstop,11:10 am – 7:46 pm,Basic Economy,$209,SFO,BOS,11:10 am,7:46 pm,
United Airlines,2023-12-18,5h 36m,nonstop,8:30 am – 5:06 pm,Basic Economy,$209,SFO,BOS,8:30 am,5:06 pm,
United Airlines,2023-12-18,5h 35m,nonstop,11:25 pm – 8:00 am+1,Basic Economy,$169,SFO,BOS,11:25 pm,8:00 am,+1
American Airlines,2023-12-18,7h 54m,1 stop,1:01 pm – 11:55 pm,Basic Economy,$184,SFO,BOS,1:01 pm,11:55 pm,
United Airlines,2023-12-18,8h 59m,1 stop,5:20 am – 5:19 pm,Basic Economy,$122,SFO,BOS,5:20 am,5:19 pm,
Delta,2023-12-19,5h 45m,nonstop,7:10 am – 3:55 pm,Basic Economy,$174,SFO,BOS,7:10 am,3:55 pm,
Delta,2023-12-19,5h 45m,nonstop,7:10 am – 3:55 pm,Basic Economy,$174,SFO,BOS,7:10 am,3:55 pm,
"Frontier, Spirit Airlines",2023-12-19,29h 27m,1 stop,10:23 pm – 6:50 am+2,Economy,$100,SFO,BOS,10:23 pm,6:50 am,
United Airlines,2023-12-19,5h 36m,nonstop,2:20 pm – 10:56 pm,Basic Economy,$169,SFO,BOS,2:20 pm,10:56 pm,
Delta,2023-12-19,5h 46m,nonstop,1:20 pm – 10:06 pm,Basic Economy,$239,SFO,BOS,1:20 pm,10:06 pm,
JetBlue,2023-12-19,5h 30m,nonstop,8:25 am – 4:55 pm,Blue Basic,$214,SFO,BOS,8:25 am,4:55 pm,
Alaska Airlines,2023-12-19,5h 41m,nonstop,7:40 am – 4:21 pm,Saver,$244,SFO,BOS,7:40 am,4:21 pm,
JetBlue,2023-12-19,5h 38m,nonstop,10:25 pm – 7:03 am+1,Blue Basic,$269,SFO,BOS,10:25 pm,7:03 am,+1
American Airlines,2023-12-19,5h 41m,nonstop,7:40 am – 4:21 pm,Main Cabin,$289,SFO,BOS,7:40 am,4:21 pm,
JetBlue,2023-12-19,5h 33m,nonstop,3:21 pm – 11:54 pm,Blue Basic,$269,SFO,BOS,3:21 pm,11:54 pm,
United Airlines,2023-12-19,5h 36m,nonstop,8:30 am – 5:06 pm,Basic Economy,$283,SFO,BOS,8:30 am,5:06 pm,
United Airlines,2023-12-19,5h 36m,nonstop,11:10 am – 7:46 pm,Basic Economy,$283,SFO,BOS,11:10 am,7:46 pm,
JetBlue,2023-12-19,5h 39m,nonstop,12:35 pm – 9:14 pm,Blue Basic,$304,SFO,BOS,12:35 pm,9:14 pm,
United Airlines,2023-12-19,5h 35m,nonstop,11:25 pm – 8:00 am+1,Basic Economy,$325,SFO,BOS,11:25 pm,8:00 am,+1
American Airlines,2023-12-19,9h 47m,1 stop,6:00 am – 6:47 pm,Basic Economy,$159,SFO,BOS,6:00 am,6:47 pm,
American Airlines,2023-12-19,8h 21m,1 stop,11:25 am – 10:46 pm,Basic Economy,$184,SFO,BOS,11:25 am,10:46 pm,
American Airlines,2023-12-19,9h 22m,1 stop,11:25 am – 11:47 pm,Basic Economy,$184,SFO,BOS,11:25 am,11:47 pm,
Alaska Airlines,2023-12-20,5h 41m,nonstop,7:40 am – 4:21 pm,Saver,$354,SFO,BOS,7:40 am,4:21 pm,
Delta,2023-12-20,5h 46m,nonstop,1:20 pm – 10:06 pm,Basic Economy,$269,SFO,BOS,1:20 pm,10:06 pm,
"Frontier, Spirit Airlines",2023-12-20,18h 50m,2 stops,9:00 am – 6:50 am+1,Economy,$129,SFO,BOS,9:00 am,6:50 am,+1
JetBlue,2023-12-20,5h 39m,nonstop,12:35 pm – 9:14 pm,Blue Basic,$269,SFO,BOS,12:35 pm,9:14 pm,
JetBlue,2023-12-20,5h 33m,nonstop,3:21 pm – 11:54 pm,Blue Basic,$269,SFO,BOS,3:21 pm,11:54 pm,
United Airlines,2023-12-20,5h 36m,nonstop,2:20 pm – 10:56 pm,Basic Economy,$273,SFO,BOS,2:20 pm,10:56 pm,
Delta,2023-12-20,5h 45m,nonstop,7:10 am – 3:55 pm,Basic Economy,$319,SFO,BOS,7:10 am,3:55 pm,
United Airlines,2023-12-20,5h 36m,nonstop,11:10 am – 7:46 pm,Basic Economy,$325,SFO,BOS,11:10 am,7:46 pm,
Alaska Airlines,2023-12-20,5h 41m,nonstop,7:40 am – 4:21 pm,Saver,$354,SFO,BOS,7:40 am,4:21 pm,
American Airlines,2023-12-20,5h 41m,nonstop,7:40 am – 4:21 pm,Main Cabin,$399,SFO,BOS,7:40 am,4:21 pm,
JetBlue,2023-12-20,5h 38m,nonstop,10:25 pm – 7:03 am+1,Blue Basic,$394,SFO,BOS,10:25 pm,7:03 am,+1
JetBlue,2023-12-20,5h 34m,nonstop,11:15 am – 7:49 pm,Blue Basic,$394,SFO,BOS,11:15 am,7:49 pm,
United Airlines,2023-12-20,5h 36m,nonstop,8:30 am – 5:06 pm,Economy,$411,SFO,BOS,8:30 am,5:06 pm,
JetBlue,2023-12-20,5h 30m,nonstop,8:25 am – 4:55 pm,Blue Basic,$394,SFO,BOS,8:25 am,4:55 pm,
United Airlines,2023-12-20,5h 35m,nonstop,11:25 pm – 8:00 am+1,Economy,$411,SFO,BOS,11:25 pm,8:00 am,+1
"Frontier, Spirit Airlines",2023-12-20,14h 02m,1 stop,1:48 pm – 6:50 am+1,Economy,$164,SFO,BOS,1:48 pm,6:50 am,+1
Delta,2023-12-20,7h 55m,1 stop,12:20 am – 11:15 am,Basic Economy,$289,SFO,BOS,12:20 am,11:15 am,
JetBlue,2023-12-21,5h 33m,nonstop,3:21 pm – 11:54 pm,Blue Basic,$344,SFO,BOS,3:21 pm,11:54 pm,
"Frontier, Spirit Airlines",2023-12-21,18h 50m,2 stops,9:00 am – 6:50 am+1,Economy,$299,SFO,BOS,9:00 am,6:50 am,+1
Delta,2023-12-21,5h 46m,nonstop,1:20 pm – 10:06 pm,Main Cabin,$369,SFO,BOS,1:20 pm,10:06 pm,
JetBlue,2023-12-21,5h 34m,nonstop,11:15 am – 7:49 pm,Blue Basic,$394,SFO,BOS,11:15 am,7:49 pm,
United Airlines,2023-12-21,5h 35m,nonstop,1:18 pm – 9:53 pm,Economy,$417,SFO,BOS,1:18 pm,9:53 pm,
United Airlines,2023-12-21,5h 37m,nonstop,8:30 am – 5:07 pm,Economy,$417,SFO,BOS,8:30 am,5:07 pm,
Delta,2023-12-21,5h 45m,nonstop,7:10 am – 3:55 pm,Main Cabin,$429,SFO,BOS,7:10 am,3:55 pm,
United Airlines,2023-12-21,5h 42m,nonstop,11:05 am – 7:47 pm,Economy,$469,SFO,BOS,11:05 am,7:47 pm,
JetBlue,2023-12-21,5h 30m,nonstop,8:25 am – 4:55 pm,Blue Basic,$498,SFO,BOS,8:25 am,4:55 pm,
JetBlue,2023-12-21,5h 39m,nonstop,12:35 pm – 9:14 pm,Blue Basic,$498,SFO,BOS,12:35 pm,9:14 pm,
Alaska Airlines,2023-12-21,5h 41m,nonstop,7:40 am – 4:21 pm,Main,$534,SFO,BOS,7:40 am,4:21 pm,
American Airlines,2023-12-21,5h 41m,nonstop,7:40 am – 4:21 pm,Main Cabin,$534,SFO,BOS,7:40 am,4:21 pm,
American Airlines,2023-12-21,7h 33m,1 stop,6:50 pm – 5:23 am+1,Main Cabin,$479,SFO,BOS,6:50 pm,5:23 am,+1
American Airlines,2023-12-21,7h 34m,1 stop,6:25 am – 4:59 pm,Main Cabin,$479,SFO,BOS,6:25 am,4:59 pm,
American Airlines,2023-12-21,7h 53m,1 stop,1:00 pm – 11:53 pm,Main Cabin,$479,SFO,BOS,1:00 pm,11:53 pm,
American Airlines,2023-12-21,7h 59m,1 stop,1:35 pm – 12:34 am+1,Main Cabin,$477,SFO,BOS,1:35 pm,12:34 am,+1
Delta,2023-12-22,5h 46m,nonstop,1:20 pm – 10:06 pm,Main Cabin,$489,SFO,BOS,1:20 pm,10:06 pm,
United Airlines,2023-12-22,5h 37m,nonstop,8:30 am – 5:07 pm,Economy,$469,SFO,BOS,8:30 am,5:07 pm,
"Frontier, Spirit Airlines",2023-12-22,42h 50m,2 stops,9:00 am – 6:50 am+2,Economy,$246,SFO,BOS,9:00 am,6:50 am,
United Airlines,2023-12-22,5h 35m,nonstop,1:18 pm – 9:53 pm,Economy,$469,SFO,BOS,1:18 pm,9:53 pm,
Delta,2023-12-22,5h 46m,nonstop,1:20 pm – 10:06 pm,Main Cabin,$489,SFO,BOS,1:20 pm,10:06 pm,
Delta,2023-12-22,5h 45m,nonstop,7:10 am – 3:55 pm,Main Cabin,$489,SFO,BOS,7:10 am,3:55 pm,
JetBlue,2023-12-22,5h 39m,nonstop,12:35 pm – 9:14 pm,Blue Basic,$520,SFO,BOS,12:35 pm,9:14 pm,
JetBlue,2023-12-22,5h 34m,nonstop,11:15 am – 7:49 pm,Blue Basic,$520,SFO,BOS,11:15 am,7:49 pm,
JetBlue,2023-12-22,5h 30m,nonstop,8:25 am – 4:55 pm,Blue Basic,$520,SFO,BOS,8:25 am,4:55 pm,
United Airlines,2023-12-22,5h 42m,nonstop,11:05 am – 7:47 pm,Economy,$570,SFO,BOS,11:05 am,7:47 pm,
JetBlue,2023-12-22,5h 38m,nonstop,10:25 pm – 7:03 am+1,Blue Basic,$606,SFO,BOS,10:25 pm,7:03 am,+1
United Airlines,2023-12-22,5h 36m,nonstop,11:25 pm – 8:01 am+1,Economy,$613,SFO,BOS,11:25 pm,8:01 am,+1
JetBlue,2023-12-22,5h 33m,nonstop,3:21 pm – 11:54 pm,Blue Basic,$606,SFO,BOS,3:21 pm,11:54 pm,
Alaska Airlines,2023-12-22,5h 41m,nonstop,7:40 am – 4:21 pm,Main,$649,SFO,BOS,7:40 am,4:21 pm,
JetBlue,2023-12-22,7h 56m,1 stop,5:25 am – 4:21 pm,Blue Basic,$404,SFO,BOS,5:25 am,4:21 pm,
American Airlines,2023-12-22,5h 41m,nonstop,7:40 am – 4:21 pm,Basic Economy,$649,SFO,BOS,7:40 am,4:21 pm,
Sun Country Air,2023-12-22,7h 41m,1 stop,11:59 pm – 10:40 am+1,Economy,$439,SFO,BOS,11:59 pm,10:40 am,+1
Alaska Airlines,2023-12-23,25h 23m,1 stop,7:35 pm – 11:58 pm+1,Saver,$308,SFO,BOS,7:35 pm,11:58 pm,+1
United Airlines,2023-12-23,5h 36m,nonstop,11:25 pm – 8:01 am+1,Basic Economy,$340,SFO,BOS,11:25 pm,8:01 am,+1
"Frontier, Spirit Airlines",2023-12-23,33h 16m,3 stops,7:07 pm – 7:23 am+2,Economy,$264,SFO,BOS,7:07 pm,7:23 am,
Delta,2023-12-23,5h 46m,nonstop,1:20 pm – 10:06 pm,Main Cabin,$429,SFO,BOS,1:20 pm,10:06 pm,
JetBlue,2023-12-23,5h 33m,nonstop,2:30 pm – 11:03 pm,Blue Basic,$394,SFO,BOS,2:30 pm,11:03 pm,
United Airlines,2023-12-23,5h 35m,nonstop,1:18 pm – 9:53 pm,Economy,$439,SFO,BOS,1:18 pm,9:53 pm,
Delta,2023-12-23,5h 45m,nonstop,7:10 am – 3:55 pm,Main Cabin,$489,SFO,BOS,7:10 am,3:55 pm,
Alaska Airlines,2023-12-23,5h 45m,nonstop,10:10 am – 6:55 pm,Main,$534,SFO,BOS,10:10 am,6:55 pm,
American Airlines,2023-12-23,5h 45m,nonstop,10:10 am – 6:55 pm,Main Cabin,$534,SFO,BOS,10:10 am,6:55 pm,
United Airlines,2023-12-23,5h 42m,nonstop,11:05 am – 7:47 pm,Economy,$566,SFO,BOS,11:05 am,7:47 pm,
United Airlines,2023-12-23,5h 37m,nonstop,8:30 am – 5:07 pm,Economy,$570,SFO,BOS,8:30 am,5:07 pm,
JetBlue,2023-12-23,5h 30m,nonstop,8:25 am – 4:55 pm,Blue Basic,$581,SFO,BOS,8:25 am,4:55 pm,
Sun Country Air,2023-12-23,11h 07m,1 stop,7:00 pm – 9:07 am+1,Economy,$326,SFO,BOS,7:00 pm,9:07 am,+1
Sun Country Air,2023-12-23,7h 41m,1 stop,11:59 pm – 10:40 am+1,Economy,$380,SFO,BOS,11:59 pm,10:40 am,+1
American Airlines,2023-12-23,7h 33m,1 stop,6:50 pm – 5:23 am+1,Main Cabin,$399,SFO,BOS,6:50 pm,5:23 am,+1
Sun Country Air,2023-12-23,12h 40m,1 stop,7:00 pm – 10:40 am+1,Economy,$341,SFO,BOS,7:00 pm,10:40 am,+1
United Airlines,2023-12-23,8h 32m,1 stop,9:30 pm – 9:02 am+1,Economy,$420,SFO,BOS,9:30 pm,9:02 am,+1
Alaska Airlines,2023-12-24,5h 41m,nonstop,7:40 am – 4:21 pm,Saver,$204,SFO,BOS,7:40 am,4:21 pm,
United Airlines,2023-12-24,5h 35m,nonstop,1:18 pm – 9:53 pm,Basic Economy,$169,SFO,BOS,1:18 pm,9:53 pm,
Sun Country Air,2023-12-24,7h 41m,1 stop,11:59 pm – 10:40 am+1,Economy,$150,SFO,BOS,11:59 pm,10:40 am,+1
United Airlines,2023-12-24,5h 42m,nonstop,11:05 am – 7:47 pm,Basic Economy,$190,SFO,BOS,11:05 am,7:47 pm,
JetBlue,2023-12-24,5h 38m,nonstop,10:25 pm – 7:03 am+1,Blue Basic,$194,SFO,BOS,10:25 pm,7:03 am,+1
Alaska Airlines,2023-12-24,5h 41m,nonstop,7:40 am – 4:21 pm,Saver,$204,SFO,BOS,7:40 am,4:21 pm,
Delta,2023-12-24,5h 45m,nonstop,7:10 am – 3:55 pm,Basic Economy,$239,SFO,BOS,7:10 am,3:55 pm,
United Airlines,2023-12-24,5h 37m,nonstop,8:30 am – 5:07 pm,Basic Economy,$233,SFO,BOS,8:30 am,5:07 pm,
JetBlue,2023-12-24,5h 39m,nonstop,12:35 pm – 9:14 pm,Blue Basic,$239,SFO,BOS,12:35 pm,9:14 pm,
American Airlines,2023-12-24,5h 41m,nonstop,7:40 am – 4:21 pm,Main Cabin,$249,SFO,BOS,7:40 am,4:21 pm,
JetBlue,2023-12-24,5h 34m,nonstop,11:15 am – 7:49 pm,Blue Basic,$239,SFO,BOS,11:15 am,7:49 pm,
JetBlue,2023-12-24,5h 30m,nonstop,8:25 am – 4:55 pm,Blue Basic,$239,SFO,BOS,8:25 am,4:55 pm,
United Airlines,2023-12-24,8h 32m,1 stop,9:30 pm – 9:02 am+1,Basic Economy,$153,SFO,BOS,9:30 pm,9:02 am,+1
United Airlines,2023-12-24,9h 29m,1 stop,11:45 pm – 12:14 pm+1,Basic Economy,$153,SFO,BOS,11:45 pm,12:14 pm,+1
United Airlines,2023-12-24,7h 38m,1 stop,11:38 pm – 10:16 am+1,Basic Economy,$206,SFO,BOS,11:38 pm,10:16 am,+1
JetBlue,2023-12-24,7h 28m,1 stop,11:59 pm – 10:27 am+1,Blue Basic,$224,SFO,BOS,11:59 pm,10:27 am,+1
United Airlines,2023-12-25,5h 35m,nonstop,1:18 pm – 9:53 pm,Basic Economy,$112,SFO,BOS,1:18 pm,9:53 pm,
JetBlue,2023-12-25,5h 33m,nonstop,3:20 pm – 11:53 pm,Blue Basic,$139,SFO,BOS,3:20 pm,11:53 pm,
JetBlue,2023-12-25,5h 30m,nonstop,8:25 am – 4:55 pm,Blue Basic,$139,SFO,BOS,8:25 am,4:55 pm,
JetBlue,2023-12-25,5h 39m,nonstop,12:35 pm – 9:14 pm,Blue Basic,$139,SFO,BOS,12:35 pm,9:14 pm,
United Airlines,2023-12-25,5h 37m,nonstop,8:30 am – 5:07 pm,Basic Economy,$144,SFO,BOS,8:30 am,5:07 pm,
United Airlines,2023-12-25,5h 42m,nonstop,11:05 am – 7:47 pm,Basic Economy,$169,SFO,BOS,11:05 am,7:47 pm,
Delta,2023-12-25,5h 45m,nonstop,7:10 am – 3:55 pm,Basic Economy,$139,SFO,BOS,7:10 am,3:55 pm,
United Airlines,2023-12-25,7h 42m,1 stop,7:08 pm – 5:50 am+1,Basic Economy,$122,SFO,BOS,7:08 pm,5:50 am,+1
Alaska Airlines,2023-12-25,5h 41m,nonstop,7:40 am – 4:21 pm,Saver,$159,SFO,BOS,7:40 am,4:21 pm,
American Airlines,2023-12-25,5h 41m,nonstop,7:40 am – 4:21 pm,Main Cabin,$207,SFO,BOS,7:40 am,4:21 pm,
United Airlines,2023-12-25,7h 48m,1 stop,1:10 pm – 11:58 pm,Basic Economy,$153,SFO,BOS,1:10 pm,11:58 pm,
American Airlines,2023-12-25,8h 01m,1 stop,9:05 am – 8:06 pm,Basic Economy,$159,SFO,BOS,9:05 am,8:06 pm,
United Airlines,2023-12-25,9h 38m,1 stop,11:20 am – 11:58 pm,Basic Economy,$122,SFO,BOS,11:20 am,11:58 pm,
United Airlines,2023-12-25,7h 57m,1 stop,11:03 am – 10:00 pm,Basic Economy,$179,SFO,BOS,11:03 am,10:00 pm,
United Airlines,2023-12-25,7h 26m,1 stop,8:50 am – 7:16 pm,Basic Economy,$210,SFO,BOS,8:50 am,7:16 pm,
Alaska Airlines,2023-12-26,5h 41m,nonstop,7:40 am – 4:21 pm,Saver,$244,SFO,BOS,7:40 am,4:21 pm,
Delta,2023-12-26,5h 46m,nonstop,1:20 pm – 10:06 pm,Basic Economy,$174,SFO,BOS,1:20 pm,10:06 pm,
JetBlue,2023-12-26,5h 33m,nonstop,3:20 pm – 11:53 pm,Blue Basic,$194,SFO,BOS,3:20 pm,11:53 pm,
United Airlines,2023-12-26,5h 36m,nonstop,11:25 pm – 8:01 am+1,Basic Economy,$209,SFO,BOS,11:25 pm,8:01 am,+1
JetBlue,2023-12-26,5h 39m,nonstop,12:35 pm – 9:14 pm,Blue Basic,$214,SFO,BOS,12:35 pm,9:14 pm,
JetBlue,2023-12-26,5h 34m,nonstop,11:15 am – 7:49 pm,Blue Basic,$214,SFO,BOS,11:15 am,7:49 pm,
Delta,2023-12-26,5h 45m,nonstop,7:10 am – 3:55 pm,Basic Economy,$239,SFO,BOS,7:10 am,3:55 pm,
Alaska Airlines,2023-12-26,5h 41m,nonstop,7:40 am – 4:21 pm,Saver,$244,SFO,BOS,7:40 am,4:21 pm,
United Airlines,2023-12-26,5h 42m,nonstop,11:05 am – 7:47 pm,Basic Economy,$252,SFO,BOS,11:05 am,7:47 pm,
United Airlines,2023-12-26,5h 35m,nonstop,1:18 pm – 9:53 pm,Basic Economy,$252,SFO,BOS,1:18 pm,9:53 pm,
American Airlines,2023-12-26,5h 41m,nonstop,7:40 am – 4:21 pm,Main Cabin,$289,SFO,BOS,7:40 am,4:21 pm,
United Airlines,2023-12-26,5h 37m,nonstop,8:30 am – 5:07 pm,Basic Economy,$283,SFO,BOS,8:30 am,5:07 pm,
JetBlue,2023-12-26,5h 38m,nonstop,10:25 pm – 7:03 am+1,Blue Basic,$304,SFO,BOS,10:25 pm,7:03 am,+1
JetBlue,2023-12-26,5h 30m,nonstop,8:25 am – 4:55 pm,Blue Basic,$304,SFO,BOS,8:25 am,4:55 pm,
United Airlines,2023-12-26,8h 40m,1 stop,12:59 am – 12:39 pm,Basic Economy,$216,SFO,BOS,12:59 am,12:39 pm,
United Airlines,2023-12-26,7h 42m,1 stop,7:08 pm – 5:50 am+1,Basic Economy,$299,SFO,BOS,7:08 pm,5:50 am,+1
Alaska Airlines,2023-12-27,5h 41m,nonstop,7:40 am – 4:21 pm,Saver,$294,SFO,BOS,7:40 am,4:21 pm,
United Airlines,2023-12-27,5h 36m,nonstop,11:25 pm – 8:01 am+1,Basic Economy,$209,SFO,BOS,11:25 pm,8:01 am,+1
"Frontier, Spirit Airlines",2023-12-27,34h 02m,2 stops,10:23 pm – 11:25 am+2,Economy,$177,SFO,BOS,10:23 pm,11:25 am,
Delta,2023-12-27,5h 46m,nonstop,1:20 pm – 10:06 pm,Basic Economy,$269,SFO,BOS,1:20 pm,10:06 pm,
Delta,2023-12-27,5h 45m,nonstop,7:10 am – 3:55 pm,Basic Economy,$269,SFO,BOS,7:10 am,3:55 pm,
United Airlines,2023-12-27,5h 35m,nonstop,1:18 pm – 9:53 pm,Basic Economy,$252,SFO,BOS,1:18 pm,9:53 pm,
United Airlines,2023-12-27,5h 42m,nonstop,11:05 am – 7:47 pm,Basic Economy,$283,SFO,BOS,11:05 am,7:47 pm,
JetBlue,2023-12-27,5h 33m,nonstop,3:20 pm – 11:53 pm,Blue Basic,$269,SFO,BOS,3:20 pm,11:53 pm,
United Airlines,2023-12-27,5h 37m,nonstop,8:30 am – 5:07 pm,Basic Economy,$283,SFO,BOS,8:30 am,5:07 pm,
Alaska Airlines,2023-12-27,5h 41m,nonstop,7:40 am – 4:21 pm,Saver,$294,SFO,BOS,7:40 am,4:21 pm,
JetBlue,2023-12-27,5h 39m,nonstop,12:35 pm – 9:14 pm,Blue Basic,$304,SFO,BOS,12:35 pm,9:14 pm,
JetBlue,2023-12-27,5h 38m,nonstop,10:25 pm – 7:03 am+1,Blue Basic,$304,SFO,BOS,10:25 pm,7:03 am,+1
American Airlines,2023-12-27,5h 41m,nonstop,7:40 am – 4:21 pm,Main Cabin,$339,SFO,BOS,7:40 am,4:21 pm,
JetBlue,2023-12-27,5h 34m,nonstop,11:15 am – 7:49 pm,Blue Basic,$344,SFO,BOS,11:15 am,7:49 pm,
JetBlue,2023-12-27,5h 30m,nonstop,8:25 am – 4:55 pm,Blue Basic,$344,SFO,BOS,8:25 am,4:55 pm,
United Airlines,2023-12-27,7h 42m,1 stop,7:08 pm – 5:50 am+1,Basic Economy,$299,SFO,BOS,7:08 pm,5:50 am,+1
Sun Country Air,2023-12-27,7h 41m,1 stop,11:59 pm – 10:40 am+1,Economy,$316,SFO,BOS,11:59 pm,10:40 am,+1
Spirit Airlines,2023-12-01,13h 25m,1 stop,6:35 pm – 9:00 am+1,Economy,$79,DFW,LGA,6:35 pm,9:00 am,+1
Frontier,2023-12-01,3h 19m,nonstop,5:41 pm – 10:00 pm,Economy,$119,DFW,LGA,5:41 pm,10:00 pm,
"Spirit Airlines, Frontier",2023-12-01,24h 40m,1 stop,8:20 pm – 10:00 pm+1,Economy,$65,DFW,LGA,8:20 pm,10:00 pm,+1
Spirit Airlines,2023-12-01,3h 13m,nonstop,5:52 am – 10:05 am,Economy,$126,DFW,LGA,5:52 am,10:05 am,
Delta,2023-12-01,3h 31m,nonstop,7:00 pm – 11:31 pm,Basic Economy,$139,DFW,LGA,7:00 pm,11:31 pm,
