Airline,Date,Flight_Duration,Stops,Time_total,class_type,Flight_price,From,To,Time_from,Time_to,Day_offset
United Airlines,2023-12-01,3h 28m,nonstop,7:24 pm – 11:52 pm,Basic Economy,$139,DFW,EWR,7:24 pm,11:52 pm,
United Airlines,2023-12-01,3h 24m,nonstop,12:47 pm – 5:11 pm,Basic Economy,$139,DFW,EWR,12:47 pm,5:11 pm,
Spirit Airlines,2023-12-01,3h 21m,nonstop,5:30 am – 9:51 am,Economy,$149,DFW,EWR,5:30 am,9:51 am,
American Airlines,2023-12-01,3h 27m,nonstop,7:18 pm – 11:45 pm,Basic Economy,$159,DFW,LGA,7:18 pm,11:45 pm,
Delta,2023-12-01,3h 24m,nonstop,5:05 pm – 9:29 pm,Basic Economy,$159,DFW,LGA,5:05 pm,9:29 pm,
American Airlines,2023-12-01,3h 21m,nonstop,6:00 pm – 10:21 pm,Basic Economy,$159,DFW,LGA,6:00 pm,10:21 pm,
American Airlines,2023-12-01,3h 20m,nonstop,4:38 pm – 8:58 pm,Basic Economy,$159,DFW,LGA,4:38 pm,8:58 pm,
American Airlines,2023-12-01,3h 19m,nonstop,1:40 pm – 5:59 pm,Basic Economy,$159,DFW,LGA,1:40 pm,5:59 pm,
Delta,2023-12-01,3h 30m,nonstop,12:59 pm – 5:29 pm,Basic Economy,$189,DFW,LGA,12:59 pm,5:29 pm,
Delta,2023-12-01,3h 25m,nonstop,3:35 pm – 8:00 pm,Basic Economy,$189,DFW,LGA,3:35 pm,8:00 pm,
Delta,2023-12-01,3h 23m,nonstop,6:00 am – 10:23 am,Basic Economy,$189,DFW,LGA,6:00 am,10:23 am,
Delta,2023-12-01,3h 29m,nonstop,12:30 pm – 4:59 pm,Basic Economy,$199,DFW,JFK,12:30 pm,4:59 pm,
Delta,2023-12-11,3h 29m,nonstop,7:00 pm – 11:29 pm,Basic Economy,$109,DFW,LGA,7:00 pm,11:29 pm,
Frontier,2023-12-11,6h 54m,1 stop,9:35 am – 5:29 pm,Economy,$181,DFW,LGA,9:35 am,5:29 pm,
Frontier,2023-12-11,3h 19m,nonstop,5:41 pm – 10:00 pm,Economy,$62,DFW,LGA,5:41 pm,10:00 pm,
Delta,2023-12-11,3h 29m,nonstop,7:00 pm – 11:29 pm,Basic Economy,$109,DFW,LGA,7:00 pm,11:29 pm,
Spirit Airlines,2023-12-11,3h 17m,nonstop,5:52 am – 10:09 am,Economy,$94,DFW,LGA,5:52 am,10:09 am,
American Airlines,2023-12-11,3h 32m,nonstop,8:57 am – 1:29 pm,Basic Economy,$151,DFW,JFK,8:57 am,1:29 pm,
Spirit Airlines,2023-12-11,3h 26m,nonstop,6:00 am – 10:26 am,Economy,$147,DFW,EWR,6:00 am,10:26 am,
American Airlines,2023-12-11,3h 26m,nonstop,7:20 pm – 11:46 pm,Basic Economy,$154,DFW,LGA,7:20 pm,11:46 pm,
American Airlines,2023-12-11,3h 30m,nonstop,5:11 pm – 9:41 pm,Basic Economy,$164,DFW,JFK,5:11 pm,9:41 pm,
American Airlines,2023-12-11,3h 20m,nonstop,4:39 pm – 8:59 pm,Basic Economy,$154,DFW,LGA,4:39 pm,8:59 pm,
American Airlines,2023-12-11,3h 19m,nonstop,1:41 pm – 6:00 pm,Basic Economy,$154,DFW,LGA,1:41 pm,6:00 pm,
American Airlines,2023-12-11,3h 19m,nonstop,5:41 pm – 10:00 pm,Basic Economy,$154,DFW,LGA,5:41 pm,10:00 pm,
Delta,2023-12-11,3h 27m,nonstop,6:03 am – 10:30 am,Basic Economy,$189,DFW,LGA,6:03 am,10:30 am,
Delta,2023-12-11,3h 33m,nonstop,7:00 am – 11:33 am,Basic Economy,$199,DFW,JFK,7:00 am,11:33 am,
American Airlines,2023-12-11,3h 19m,nonstop,3:36 pm – 7:55 pm,Basic Economy,$199,DFW,LGA,3:36 pm,7:55 pm,
American Airlines,2023-12-11,3h 19m,nonstop,6:11 am – 10:30 am,Basic Economy,$199,DFW,LGA,6:11 am,10:30 am,
Frontier,2023-12-12,3h 19m,nonstop,5:41 pm – 10:00 pm,Economy,$39,DFW,LGA,5:41 pm,10:00 pm,
Spirit Airlines,2023-12-12,3h 25m,nonstop,8:30 am – 12:55 pm,Economy,$59,DFW,EWR,8:30 am,12:55 pm,
Spirit Airlines,2023-12-12,3h 17m,nonstop,5:52 am – 10:09 am,Economy,$60,DFW,LGA,5:52 am,10:09 am,
American Airlines,2023-12-12,3h 22m,nonstop,7:09 pm – 11:31 pm,Basic Economy,$99,DFW,EWR,7:09 pm,11:31 pm,
United Airlines,2023-12-12,3h 19m,nonstop,6:00 am – 10:19 am,Basic Economy,$99,DFW,EWR,6:00 am,10:19 am,
United Airlines,2023-12-12,3h 24m,nonstop,12:47 pm – 5:11 pm,Basic Economy,$99,DFW,EWR,12:47 pm,5:11 pm,
United Airlines,2023-12-12,3h 28m,nonstop,7:24 pm – 11:52 pm,Basic Economy,$99,DFW,EWR,7:24 pm,11:52 pm,
United Airlines,2023-12-12,3h 30m,nonstop,4:15 pm – 8:45 pm,Basic Economy,$99,DFW,EWR,4:15 pm,8:45 pm,
American Airlines,2023-12-12,3h 19m,nonstop,3:36 pm – 7:55 pm,Basic Economy,$109,DFW,LGA,3:36 pm,7:55 pm,
American Airlines,2023-12-12,3h 20m,nonstop,4:39 pm – 8:59 pm,Basic Economy,$109,DFW,LGA,4:39 pm,8:59 pm,
American Airlines,2023-12-12,3h 19m,nonstop,6:11 am – 10:30 am,Basic Economy,$109,DFW,LGA,6:11 am,10:30 am,
American Airlines,2023-12-12,3h 13m,nonstop,11:34 am – 3:47 pm,Basic Economy,$119,DFW,EWR,11:34 am,3:47 pm,
American Airlines,2023-12-12,3h 17m,nonstop,2:43 pm – 7:00 pm,Basic Economy,$119,DFW,EWR,2:43 pm,7:00 pm,
American Airlines,2023-12-12,3h 18m,nonstop,8:19 am – 12:37 pm,Basic Economy,$119,DFW,EWR,8:19 am,12:37 pm,
Delta,2023-12-12,3h 21m,nonstop,10:25 am – 2:46 pm,Basic Economy,$99,DFW,LGA,10:25 am,2:46 pm,
Frontier,2023-12-13,3h 19m,nonstop,5:41 pm – 10:00 pm,Economy,$58,DFW,LGA,5:41 pm,10:00 pm,
Frontier,2023-12-13,3h 19m,nonstop,5:41 pm – 10:00 pm,Economy,$53,DFW,LGA,5:41 pm,10:00 pm,
Spirit Airlines,2023-12-13,7h 26m,1 stop,1:08 pm – 9:34 pm,Economy,$49,DFW,EWR,1:08 pm,9:34 pm,
Spirit Airlines,2023-12-13,3h 25m,nonstop,8:30 am – 12:55 pm,Economy,$59,DFW,EWR,8:30 am,12:55 pm,
Spirit Airlines,2023-12-13,3h 17m,nonstop,5:52 am – 10:09 am,Economy,$60,DFW,LGA,5:52 am,10:09 am,
Delta,2023-12-13,3h 27m,nonstop,6:03 am – 10:30 am,Basic Economy,$99,DFW,LGA,6:03 am,10:30 am,
United Airlines,2023-12-13,3h 25m,nonstop,9:58 am – 2:23 pm,Basic Economy,$99,DFW,EWR,9:58 am,2:23 pm,
United Airlines,2023-12-13,3h 24m,nonstop,12:47 pm – 5:11 pm,Basic Economy,$99,DFW,EWR,12:47 pm,5:11 pm,
United Airlines,2023-12-13,3h 24m,nonstop,12:15 pm – 4:39 pm,Basic Economy,$99,DFW,EWR,12:15 pm,4:39 pm,
United Airlines,2023-12-13,3h 19m,nonstop,6:00 am – 10:19 am,Basic Economy,$99,DFW,EWR,6:00 am,10:19 am,
American Airlines,2023-12-13,3h 13m,nonstop,11:34 am – 3:47 pm,Basic Economy,$99,DFW,EWR,11:34 am,3:47 pm,
American Airlines,2023-12-13,3h 19m,nonstop,3:36 pm – 7:55 pm,Basic Economy,$109,DFW,LGA,3:36 pm,7:55 pm,
Delta,2023-12-13,3h 29m,nonstop,7:00 pm – 11:29 pm,Basic Economy,$129,DFW,LGA,7:00 pm,11:29 pm,
American Airlines,2023-12-13,3h 18m,nonstop,8:19 am – 12:37 pm,Basic Economy,$119,DFW,EWR,8:19 am,12:37 pm,
American Airlines,2023-12-13,3h 17m,nonstop,2:43 pm – 7:00 pm,Basic Economy,$119,DFW,EWR,2:43 pm,7:00 pm,
Delta,2023-12-13,3h 27m,nonstop,1:07 pm – 5:34 pm,Basic Economy,$129,DFW,LGA,1:07 pm,5:34 pm,
Delta,2023-12-13,3h 33m,nonstop,7:00 am – 11:33 am,Basic Economy,$139,DFW,JFK,7:00 am,11:33 am,
Delta,2023-12-14,3h 26m,nonstop,5:33 pm – 9:59 pm,Basic Economy,$109,DFW,LGA,5:33 pm,9:59 pm,
Spirit Airlines,2023-12-14,9h 07m,2 stops,10:13 am – 8:20 pm,Economy,$90,DFW,LGA,10:13 am,8:20 pm,
Spirit Airlines,2023-12-14,3h 25m,nonstop,8:30 am – 12:55 pm,Economy,$59,DFW,EWR,8:30 am,12:55 pm,
Spirit Airlines,2023-12-14,3h 17m,nonstop,5:52 am – 10:09 am,Economy,$60,DFW,LGA,5:52 am,10:09 am,
Delta,2023-12-14,3h 26m,nonstop,5:33 pm – 9:59 pm,Basic Economy,$109,DFW,LGA,5:33 pm,9:59 pm,
Frontier,2023-12-14,3h 19m,nonstop,5:43 pm – 10:02 pm,Economy,$118,DFW,LGA,5:43 pm,10:02 pm,
Delta,2023-12-14,3h 27m,nonstop,6:03 am – 10:30 am,Basic Economy,$129,DFW,LGA,6:03 am,10:30 am,
American Airlines,2023-12-14,3h 26m,nonstop,7:20 pm – 11:46 pm,Basic Economy,$154,DFW,LGA,7:20 pm,11:46 pm,
Delta,2023-12-14,3h 29m,nonstop,7:00 pm – 11:29 pm,Basic Economy,$189,DFW,LGA,7:00 pm,11:29 pm,
Delta,2023-12-14,3h 24m,nonstop,3:41 pm – 8:05 pm,Basic Economy,$189,DFW,LGA,3:41 pm,8:05 pm,
United Airlines,2023-12-14,3h 19m,nonstop,6:00 am – 10:19 am,Basic Economy,$197,DFW,EWR,6:00 am,10:19 am,
American Airlines,2023-12-14,3h 19m,nonstop,3:36 pm – 7:55 pm,Basic Economy,$199,DFW,LGA,3:36 pm,7:55 pm,
American Airlines,2023-12-14,3h 19m,nonstop,6:11 am – 10:30 am,Basic Economy,$199,DFW,LGA,6:11 am,10:30 am,
American Airlines,2023-12-14,3h 19m,nonstop,1:41 pm – 6:00 pm,Basic Economy,$209,DFW,LGA,1:41 pm,6:00 pm,
American Airlines,2023-12-14,3h 19m,nonstop,5:41 pm – 10:00 pm,Basic Economy,$209,DFW,LGA,5:41 pm,10:00 pm,
American Airlines,2023-12-14,3h 30m,nonstop,5:11 pm – 9:41 pm,Basic Economy,$219,DFW,JFK,5:11 pm,9:41 pm,
Spirit Airlines,2023-12-16,3h 25m,nonstop,7:00 am – 11:25 am,Economy,$60,DFW,EWR,7:00 am,11:25 am,
Frontier,2023-12-16,3h 19m,nonstop,5:41 pm – 10:00 pm,Economy,$108,DFW,LGA,5:41 pm,10:00 pm,
American Airlines,2023-12-16,3h 26m,nonstop,7:20 pm – 11:46 pm,Basic Economy,$154,DFW,LGA,7:20 pm,11:46 pm,
Spirit Airlines,2023-12-16,3h 17m,nonstop,5:52 am – 10:09 am,Economy,$126,DFW,LGA,5:52 am,10:09 am,
United Airlines,2023-12-16,5h 44m,1 stop,6:00 pm – 12:44 am+1,Basic Economy,$109,DFW,EWR,6:00 pm,12:44 am,+1
Spirit Airlines,2023-12-16,6h 37m,1 stop,9:56 am – 5:33 pm,Economy,$77,DFW,EWR,9:56 am,5:33 pm,
United Airlines,2023-12-16,4h 46m,1 stop,5:37 pm – 11:23 pm,Basic Economy,$140,DFW,LGA,5:37 pm,11:23 pm,
Spirit Airlines,2023-12-16,6h 18m,1 stop,5:30 am – 12:48 pm,Economy,$77,DFW,EWR,5:30 am,12:48 pm,
American Airlines,2023-12-16,3h 20m,nonstop,5:10 pm – 9:30 pm,Basic Economy,$199,DFW,LGA,5:10 pm,9:30 pm,
American Airlines,2023-12-16,3h 19m,nonstop,3:36 pm – 7:55 pm,Basic Economy,$199,DFW,LGA,3:36 pm,7:55 pm,
United Airlines,2023-12-16,4h 52m,1 stop,5:37 pm – 11:29 pm,Basic Economy,$159,DFW,EWR,5:37 pm,11:29 pm,
Spirit Airlines,2023-12-16,6h 53m,1 stop,11:11 am – 7:04 pm,Economy,$97,DFW,LGA,11:11 am,7:04 pm,
Spirit Airlines,2023-12-16,6h 08m,1 stop,9:40 am – 4:48 pm,Economy,$117,DFW,LGA,9:40 am,4:48 pm,
United Airlines,2023-12-16,5h 08m,1 stop,7:45 am – 1:53 pm,Basic Economy,$159,DFW,LGA,7:45 am,1:53 pm,
Spirit Airlines,2023-12-16,7h 26m,1 stop,1:08 pm – 9:34 pm,Economy,$96,DFW,EWR,1:08 pm,9:34 pm,
Spirit Airlines,2023-12-17,3h 24m,nonstop,5:45 am – 10:09 am,Economy,$67,DFW,EWR,5:45 am,10:09 am,
Spirit Airlines,2023-12-17,3h 24m,nonstop,5:45 am – 10:09 am,Economy,$63,DFW,EWR,5:45 am,10:09 am,
Spirit Airlines,2023-12-17,3h 17m,nonstop,5:52 am – 10:09 am,Economy,$64,DFW,LGA,5:52 am,10:09 am,
Frontier,2023-12-17,3h 19m,nonstop,5:41 pm – 10:00 pm,Economy,$107,DFW,LGA,5:41 pm,10:00 pm,
Delta,2023-12-17,3h 29m,nonstop,7:00 pm – 11:29 pm,Basic Economy,$159,DFW,LGA,7:00 pm,11:29 pm,
American Airlines,2023-12-17,3h 26m,nonstop,7:20 pm – 11:46 pm,Basic Economy,$164,DFW,LGA,7:20 pm,11:46 pm,
American Airlines,2023-12-17,3h 25m,nonstop,7:09 am – 11:34 am,Basic Economy,$164,DFW,LGA,7:09 am,11:34 am,
American Airlines,2023-12-17,3h 19m,nonstop,5:41 pm – 10:00 pm,Basic Economy,$164,DFW,LGA,5:41 pm,10:00 pm,
American Airlines,2023-12-17,3h 19m,nonstop,3:36 pm – 7:55 pm,Basic Economy,$164,DFW,LGA,3:36 pm,7:55 pm,
American Airlines,2023-12-17,3h 19m,nonstop,6:11 am – 10:30 am,Basic Economy,$164,DFW,LGA,6:11 am,10:30 am,
Delta,2023-12-17,3h 28m,nonstop,5:30 pm – 9:58 pm,Basic Economy,$189,DFW,LGA,5:30 pm,9:58 pm,
Delta,2023-12-17,3h 27m,nonstop,6:00 am – 10:27 am,Basic Economy,$189,DFW,LGA,6:00 am,10:27 am,
Delta,2023-12-17,3h 32m,nonstop,6:40 am – 11:12 am,Basic Economy,$199,DFW,JFK,6:40 am,11:12 am,
American Airlines,2023-12-17,3h 31m,nonstop,10:28 am – 2:59 pm,Basic Economy,$219,DFW,LGA,10:28 am,2:59 pm,
American Airlines,2023-12-17,3h 26m,nonstop,8:33 am – 12:59 pm,Basic Economy,$219,DFW,LGA,8:33 am,12:59 pm,
Delta,2023-12-17,3h 23m,nonstop,10:17 am – 2:40 pm,Basic Economy,$219,DFW,LGA,10:17 am,2:40 pm,
Spirit Airlines,2023-12-18,3h 26m,nonstop,6:00 am – 10:26 am,Economy,$58,DFW,EWR,6:00 am,10:26 am,
Spirit Airlines,2023-12-18,3h 17m,nonstop,5:52 am – 10:09 am,Economy,$59,DFW,LGA,5:52 am,10:09 am,
American Airlines,2023-12-18,3h 20m,nonstop,4:39 pm – 8:59 pm,Basic Economy,$109,DFW,LGA,4:39 pm,8:59 pm,
American Airlines,2023-12-18,3h 19m,nonstop,3:36 pm – 7:55 pm,Basic Economy,$109,DFW,LGA,3:36 pm,7:55 pm,
Frontier,2023-12-18,3h 19m,nonstop,5:41 pm – 10:00 pm,Economy,$97,DFW,LGA,5:41 pm,10:00 pm,
American Airlines,2023-12-18,3h 19m,nonstop,6:11 am – 10:30 am,Basic Economy,$109,DFW,LGA,6:11 am,10:30 am,
Delta,2023-12-18,3h 29m,nonstop,7:00 pm – 11:29 pm,Basic Economy,$109,DFW,LGA,7:00 pm,11:29 pm,
Delta,2023-12-18,3h 28m,nonstop,5:30 pm – 9:58 pm,Basic Economy,$109,DFW,LGA,5:30 pm,9:58 pm,
American Airlines,2023-12-18,3h 19m,nonstop,5:41 pm – 10:00 pm,Basic Economy,$154,DFW,LGA,5:41 pm,10:00 pm,
American Airlines,2023-12-18,3h 19m,nonstop,1:41 pm – 6:00 pm,Basic Economy,$154,DFW,LGA,1:41 pm,6:00 pm,
United Airlines,2023-12-18,4h 46m,1 stop,5:37 pm – 11:23 pm,Basic Economy,$119,DFW,LGA,5:37 pm,11:23 pm,
American Airlines,2023-12-18,3h 26m,nonstop,7:20 pm – 11:46 pm,Basic Economy,$154,DFW,LGA,7:20 pm,11:46 pm,
American Airlines,2023-12-18,3h 23m,nonstop,12:37 pm – 5:00 pm,Basic Economy,$154,DFW,LGA,12:37 pm,5:00 pm,
United Airlines,2023-12-18,4h 52m,1 stop,5:37 pm – 11:29 pm,Basic Economy,$119,DFW,EWR,5:37 pm,11:29 pm,
American Airlines,2023-12-18,3h 32m,nonstop,8:57 am – 1:29 pm,Basic Economy,$151,DFW,JFK,8:57 am,1:29 pm,
Spirit Airlines,2023-12-19,3h 25m,nonstop,8:30 am – 12:55 pm,Economy,$63,DFW,EWR,8:30 am,12:55 pm,
Spirit Airlines,2023-12-19,3h 25m,nonstop,8:30 am – 12:55 pm,Economy,$63,DFW,EWR,8:30 am,12:55 pm,
Spirit Airlines,2023-12-19,3h 17m,nonstop,5:52 am – 10:09 am,Economy,$64,DFW,LGA,5:52 am,10:09 am,
Frontier,2023-12-19,3h 19m,nonstop,5:41 pm – 10:00 pm,Economy,$81,DFW,LGA,5:41 pm,10:00 pm,
Delta,2023-12-19,3h 32m,nonstop,6:40 am – 11:12 am,Basic Economy,$99,DFW,JFK,6:40 am,11:12 am,
Delta,2023-12-19,3h 28m,nonstop,5:30 pm – 9:58 pm,Basic Economy,$99,DFW,LGA,5:30 pm,9:58 pm,
Delta,2023-12-19,3h 23m,nonstop,1:21 pm – 5:44 pm,Basic Economy,$99,DFW,LGA,1:21 pm,5:44 pm,
Delta,2023-12-19,3h 29m,nonstop,7:00 pm – 11:29 pm,Basic Economy,$129,DFW,LGA,7:00 pm,11:29 pm,
Delta,2023-12-19,3h 28m,nonstop,3:51 pm – 8:19 pm,Basic Economy,$129,DFW,LGA,3:51 pm,8:19 pm,
American Airlines,2023-12-19,3h 32m,nonstop,8:57 am – 1:29 pm,Basic Economy,$131,DFW,JFK,8:57 am,1:29 pm,
Delta,2023-12-19,3h 27m,nonstop,6:00 am – 10:27 am,Basic Economy,$129,DFW,LGA,6:00 am,10:27 am,
Delta,2023-12-19,3h 37m,nonstop,12:43 pm – 5:20 pm,Basic Economy,$139,DFW,JFK,12:43 pm,5:20 pm,
United Airlines,2023-12-19,3h 19m,nonstop,6:00 am – 10:19 am,Basic Economy,$131,DFW,EWR,6:00 am,10:19 am,
American Airlines,2023-12-19,3h 31m,nonstop,10:28 am – 2:59 pm,Basic Economy,$154,DFW,LGA,10:28 am,2:59 pm,
American Airlines,2023-12-19,3h 26m,nonstop,8:33 am – 12:59 pm,Basic Economy,$154,DFW,LGA,8:33 am,12:59 pm,
American Airlines,2023-12-19,3h 25m,nonstop,7:09 am – 11:34 am,Basic Economy,$154,DFW,LGA,7:09 am,11:34 am,
Spirit Airlines,2023-12-20,3h 17m,nonstop,5:52 am – 10:09 am,Economy,$64,DFW,LGA,5:52 am,10:09 am,
Spirit Airlines,2023-12-20,3h 17m,nonstop,5:52 am – 10:09 am,Economy,$60,DFW,LGA,5:52 am,10:09 am,
Spirit Airlines,2023-12-20,3h 25m,nonstop,8:30 am – 12:55 pm,Economy,$114,DFW,EWR,8:30 am,12:55 pm,
Frontier,2023-12-20,3h 19m,nonstop,5:41 pm – 10:00 pm,Economy,$118,DFW,LGA,5:41 pm,10:00 pm,
Delta,2023-12-20,3h 27m,nonstop,6:00 am – 10:27 am,Basic Economy,$129,DFW,LGA,6:00 am,10:27 am,
American Airlines,2023-12-20,3h 31m,nonstop,5:10 pm – 9:41 pm,Basic Economy,$159,DFW,JFK,5:10 pm,9:41 pm,
Delta,2023-12-20,3h 37m,nonstop,12:43 pm – 5:20 pm,Basic Economy,$165,DFW,JFK,12:43 pm,5:20 pm,
Delta,2023-12-20,3h 28m,nonstop,3:51 pm – 8:19 pm,Basic Economy,$159,DFW,LGA,3:51 pm,8:19 pm,
Delta,2023-12-20,3h 23m,nonstop,1:21 pm – 5:44 pm,Basic Economy,$159,DFW,LGA,1:21 pm,5:44 pm,
American Airlines,2023-12-20,3h 17m,nonstop,3:43 pm – 8:00 pm,Basic Economy,$154,DFW,LGA,3:43 pm,8:00 pm,
United Airlines,2023-12-20,3h 30m,nonstop,4:25 pm – 8:55 pm,Basic Economy,$173,DFW,EWR,4:25 pm,8:55 pm,
United Airlines,2023-12-20,3h 24m,nonstop,12:15 pm – 4:39 pm,Basic Economy,$173,DFW,EWR,12:15 pm,4:39 pm,
Delta,2023-12-20,3h 29m,nonstop,7:00 pm – 11:29 pm,Basic Economy,$189,DFW,LGA,7:00 pm,11:29 pm,
Delta,2023-12-20,3h 28m,nonstop,5:30 pm – 9:58 pm,Basic Economy,$189,DFW,LGA,5:30 pm,9:58 pm,
United Airlines,2023-12-20,3h 25m,nonstop,8:04 am – 12:29 pm,Basic Economy,$198,DFW,EWR,8:04 am,12:29 pm,
American Airlines,2023-12-20,3h 21m,nonstop,7:17 am – 11:38 am,Basic Economy,$199,DFW,LGA,7:17 am,11:38 am,
Spirit Airlines,2023-12-21,12h 34m,1 stop,6:10 am – 7:44 pm,Economy,$85,DFW,LGA,6:10 am,7:44 pm,
Frontier,2023-12-21,3h 19m,nonstop,5:43 pm – 10:02 pm,Economy,$139,DFW,LGA,5:43 pm,10:02 pm,
Spirit Airlines,2023-12-21,12h 34m,1 stop,6:10 am – 7:44 pm,Economy,$85,DFW,LGA,6:10 am,7:44 pm,
Spirit Airlines,2023-12-21,3h 25m,nonstop,8:30 am – 12:55 pm,Economy,$147,DFW,EWR,8:30 am,12:55 pm,
Spirit Airlines,2023-12-21,3h 17m,nonstop,5:52 am – 10:09 am,Economy,$154,DFW,LGA,5:52 am,10:09 am,
Delta,2023-12-21,3h 28m,nonstop,5:30 pm – 9:58 pm,Basic Economy,$189,DFW,LGA,5:30 pm,9:58 pm,
Spirit Airlines,2023-12-21,6h 18m,1 stop,5:30 am – 12:48 pm,Economy,$91,DFW,EWR,5:30 am,12:48 pm,
Delta,2023-12-21,3h 29m,nonstop,7:00 pm – 11:29 pm,Basic Economy,$219,DFW,LGA,7:00 pm,11:29 pm,
Delta,2023-12-21,3h 28m,nonstop,3:51 pm – 8:19 pm,Basic Economy,$219,DFW,LGA,3:51 pm,8:19 pm,
American Airlines,2023-12-21,3h 17m,nonstop,7:29 pm – 11:46 pm,Basic Economy,$209,DFW,LGA,7:29 pm,11:46 pm,
United Airlines,2023-12-21,3h 09m,nonstop,7:45 am – 11:54 am,Basic Economy,$209,DFW,EWR,7:45 am,11:54 am,
Delta,2023-12-21,3h 37m,nonstop,12:43 pm – 5:20 pm,Basic Economy,$239,DFW,JFK,12:43 pm,5:20 pm,
Delta,2023-12-21,3h 32m,nonstop,6:40 am – 11:12 am,Basic Economy,$239,DFW,JFK,6:40 am,11:12 am,
American Airlines,2023-12-21,3h 22m,nonstop,12:43 pm – 5:05 pm,Basic Economy,$256,DFW,LGA,12:43 pm,5:05 pm,
American Airlines,2023-12-21,3h 21m,nonstop,7:17 am – 11:38 am,Basic Economy,$256,DFW,LGA,7:17 am,11:38 am,
American Airlines,2023-12-21,3h 18m,nonstop,9:20 am – 1:38 pm,Basic Economy,$256,DFW,LGA,9:20 am,1:38 pm,
American Airlines,2023-12-21,3h 17m,nonstop,3:43 pm – 8:00 pm,Basic Economy,$256,DFW,LGA,3:43 pm,8:00 pm,
Spirit Airlines,2023-12-22,3h 26m,nonstop,6:00 am – 10:26 am,Economy,$87,DFW,EWR,6:00 am,10:26 am,
Delta,2023-12-22,3h 29m,nonstop,7:00 pm – 11:29 pm,Basic Economy,$129,DFW,LGA,7:00 pm,11:29 pm,
Frontier,2023-12-22,3h 19m,nonstop,5:41 pm – 10:00 pm,Economy,$150,DFW,LGA,5:41 pm,10:00 pm,
Spirit Airlines,2023-12-22,3h 17m,nonstop,5:52 am – 10:09 am,Economy,$93,DFW,LGA,5:52 am,10:09 am,
Delta,2023-12-22,3h 32m,nonstop,6:40 am – 11:12 am,Basic Economy,$199,DFW,JFK,6:40 am,11:12 am,
United Airlines,2023-12-22,3h 28m,nonstop,6:32 pm – 11:00 pm,Basic Economy,$246,DFW,EWR,6:32 pm,11:00 pm,
American Airlines,2023-12-22,3h 31m,nonstop,5:10 pm – 9:41 pm,Main Cabin,$269,DFW,JFK,5:10 pm,9:41 pm,
Spirit Airlines,2023-12-22,6h 08m,1 stop,9:40 am – 4:48 pm,Economy,$144,DFW,LGA,9:40 am,4:48 pm,
American Airlines,2023-12-22,3h 20m,nonstop,7:09 pm – 11:29 pm,Main Cabin,$289,DFW,EWR,7:09 pm,11:29 pm,
American Airlines,2023-12-22,3h 20m,nonstop,2:50 pm – 7:10 pm,Main Cabin,$289,DFW,EWR,2:50 pm,7:10 pm,
American Airlines,2023-12-22,5h 08m,1 stop,12:53 pm – 7:01 pm,Basic Economy,$219,DFW,LGA,12:53 pm,7:01 pm,
United Airlines,2023-12-22,3h 09m,nonstop,7:45 am – 11:54 am,Economy,$306,DFW,EWR,7:45 am,11:54 am,
American Airlines,2023-12-22,3h 17m,nonstop,7:29 pm – 11:46 pm,Main Cabin,$311,DFW,LGA,7:29 pm,11:46 pm,
United Airlines,2023-12-22,5h 11m,1 stop,7:00 am – 1:11 pm,Basic Economy,$233,DFW,LGA,7:00 am,1:11 pm,
American Airlines,2023-12-22,3h 21m,nonstop,7:17 am – 11:38 am,Main Cabin,$311,DFW,LGA,7:17 am,11:38 am,
Delta,2023-12-23,3h 29m,nonstop,7:00 pm – 11:29 pm,Basic Economy,$99,DFW,LGA,7:00 pm,11:29 pm,
Spirit Airlines,2023-12-23,3h 17m,nonstop,5:52 am – 10:09 am,Economy,$94,DFW,LGA,5:52 am,10:09 am,
Delta,2023-12-23,3h 37m,nonstop,12:43 pm – 5:20 pm,Basic Economy,$99,DFW,JFK,12:43 pm,5:20 pm,
Frontier,2023-12-23,3h 19m,nonstop,5:41 pm – 10:00 pm,Economy,$139,DFW,LGA,5:41 pm,10:00 pm,
Spirit Airlines,2023-12-23,3h 25m,nonstop,7:00 am – 11:25 am,Economy,$147,DFW,EWR,7:00 am,11:25 am,
American Airlines,2023-12-23,3h 17m,nonstop,7:29 pm – 11:46 pm,Basic Economy,$209,DFW,LGA,7:29 pm,11:46 pm,
United Airlines,2023-12-23,3h 28m,nonstop,6:32 pm – 11:00 pm,Basic Economy,$209,DFW,EWR,6:32 pm,11:00 pm,
American Airlines,2023-12-23,3h 31m,nonstop,5:10 pm – 9:41 pm,Basic Economy,$219,DFW,JFK,5:10 pm,9:41 pm,
United Airlines,2023-12-23,3h 28m,nonstop,1:00 pm – 5:28 pm,Basic Economy,$246,DFW,EWR,1:00 pm,5:28 pm,
Spirit Airlines,2023-12-23,6h 08m,1 stop,9:40 am – 4:48 pm,Economy,$121,DFW,LGA,9:40 am,4:48 pm,
American Airlines,2023-12-23,3h 38m,nonstop,12:21 pm – 4:59 pm,Main Cabin,$269,DFW,JFK,12:21 pm,4:59 pm,
American Airlines,2023-12-23,3h 20m,nonstop,7:09 pm – 11:29 pm,Main Cabin,$289,DFW,EWR,7:09 pm,11:29 pm,
American Airlines,2023-12-23,3h 20m,nonstop,2:50 pm – 7:10 pm,Main Cabin,$289,DFW,EWR,2:50 pm,7:10 pm,
